THYM	Labels	N:GEXP::MARCKSL1:65108:	N:GEXP::MYBL2:4605:	N:GEXP::ARHGAP15:55843:	B:MUTA:COMP:SMAD3::	N:GEXP::LTBP3:4054:	N:GEXP::CD247:919:	N:GEXP::TRAF3IP3:80342:	N:GEXP::NEFL:4747:	N:GEXP::SLAMF1:6504:	N:METH:cg15059932:ZNF236:TssD669:Island	N:METH:cg11745019:ANGPT1:TssD483:NA	N:GEXP::CXCR4:7852:	N:GEXP::CD3E:916:	N:GEXP::CYP11A1:1583:	N:GEXP::TCF7:6932:	N:GEXP::CD1C:911:	B:MUTA:COMP:DKK2::	N:MIR::hsa-miR-498:Uncorrected:	N:GEXP::WDR67:93594:	N:GEXP::SCPEP1:59342:	N:GEXP::LTBP2:4053:	N:GEXP::TRAT1:50852:	N:GEXP::PCSK5:5125:	N:GEXP::RASGRP1:10125:	N:GEXP::LDHA:3939:	N:MIR::hsa-miR-625-3p:Corrected:	N:GEXP::LEF1:51176:	N:GEXP::LTBP4:8425:	N:GEXP::ARHGEF1:9138:	N:GEXP::BCAM:4059:	N:GEXP::CD52:1043:	N:GEXP::IKZF1:10320:	N:GEXP::ZYG11A:440590:	N:GEXP::C6orf105:84830:	N:GEXP::CHRM3:1131:	N:GEXP::TYRP1:7306:	N:GEXP::SH2D1A:4068:	N:GEXP::SIT1:27240:	N:GEXP::BCL6B:255877:	N:METH:cg06805572:HPCAL1:TssD605:Island	N:METH:cg16891895:RGS16:TssD89:Island	N:GEXP::PTGES:9536:	N:METH:cg01981027:NR4A1:TssD3185:Shelf	N:METH:cg14784398:PDE4D:TssD83074:NA	N:GEXP::SPN:6693:	N:GEXP::PRKCB:5579:	N:GEXP::CCDC109B:55013:	N:GEXP::TEAD2:8463:	N:GEXP::APBB1IP:54518:	N:METH:cg00594866:ACKR3:TssD292:Shore	N:GEXP::C18orf1:753:	N:GEXP::GRAP2:9402:	N:METH:cg08028435:PALLD:TssD104803:NA	B:MUTA:COMP:GTF2I::	N:GEXP::DNTT:1791:	N:METH:cg24244437:EDN1:TssU700:NA	N:MIR::hsa-miR-3922-3p:Corrected:	N:GEXP::VSIG10:54621:	N:GEXP::CD1A:909:	N:METH:cg21363465:OSBPL8:TssU146:Island	N:METH:cg06658146:IGFBP7-AS1:TssD53745:Shore	N:GEXP::ELOVL4:6785:	N:GEXP::TTC7A:57217:	B:MUTA:COMP:ZFP36L2::	N:GEXP::RPSAP52:204010:	N:GEXP::PTPN7:5778:	N:GEXP::DPPA4:55211:	N:METH:cg11817999:RAI1:TssD69721:Island	N:GEXP::HOXA9:3205:	N:METH:cg23335390:OSBPL8:TssU257:Shore	N:GEXP::ZAP70:7535:	N:GEXP::JAKMIP2:9832:	N:METH:cg13566279:NA:NA:NA	N:GEXP::RLTPR:146206:	N:METH:cg25739835:TECTA:TssD10114:NA	N:GEXP::CALN1:83698:	N:GEXP::MYH15:22989:	N:METH:cg25760412:TGM2:TssD28:Island	N:GEXP::FCN2:2220:	N:METH:cg24014487:TGM2:TssD31:Island	N:GEXP::TSHR:7253:	N:METH:cg24358246:MIR100HG:TssD93894:NA	N:GEXP::ZNF578:147660:	N:GEXP::CD3G:917:	N:GEXP::SASH3:54440:	N:MIR::hsa-miR-515-3p:Uncorrected:	N:METH:cg13239572:WIZ:TssU197:Shelf	I:CNVR::CDKN2B:1030:	N:GEXP::LOC257358:257358:	N:MIR::hsa-miR-519d-5p:Uncorrected:	N:MIR::hsa-miR-527:Uncorrected:	N:MIR::hsa-miR-520a-3p:Uncorrected:	N:MIR::hsa-miR-517b-3p:Uncorrected:	N:GEXP::CBFA2T3:863:	N:MIR::hsa-miR-526b-3p:Uncorrected:	N:MIR::hsa-miR-515-5p:Uncorrected:	N:MIR::hsa-miR-518d-3p:Uncorrected:	N:GEXP::ARL5C:390790:	N:METH:cg16672925:CH25H:TssU41:Shore	N:GEXP::RAP1GDS1:5910:	I:CNVR::RYR2:6262:	N:GEXP::ZNF788:388507:	N:METH:cg04099803:LPHN2:TssD151:NA
TCGA-ZB-A96I	THYM_4	1169.6	60.777	240.99	0	5008.3	494.7	657.95	2083.4	147.0	0.039549	0.036465	2629.0	2321.6	197.17	1494.7	35.336	0	0.0	121.56	1587.3	679.86	119.44	19.081	255.12	2383.0	100.14	1272.8	202.12	4551.2	1281.3	1243.1	1253.7	83.39200000000001	11.307	74.91199999999999	0.7067	306.71	326.5	54.417	0.026667000000000003	0.027393	91.166	0.070463	0.025398	763.25	785.87	212.01	40.989	1853.7	0.016228	575.97	299.65	0.026635000000000002	0	38.869	0.028630000000000003	0.5091899999999999	114.49	21.908	0.043578	0.035213	13.427999999999999	756.3	0	1.4134	725.09	21.908	0.072368	4.2403	0.053690999999999996	1508.1	22.615	0.029698000000000002	358.3	0.048558	2017.0	7.7739	0.01899	0.0	0.01992	9.1873	0.061328	15.548	183.04	1360.4	0.23228000000000001	0.13664	0	5.6537	0.0	0.11614000000000001	2.0905	1.2776	412.01	0.11614000000000001	0.11614000000000001	0.0	0.0	0.023714	680.57	1	18.375	0.066884
TCGA-ZB-A96K	THYM_2	3449.3	802.52	633.82	0	10818.0	2155.7	1232.6	2.7592	718.17	0.44461000000000006	0.37542	5564.4	5944.0	0.0	11325.0	1351.2	0	36.594	249.11	11445.0	16309.0	600.71	333.46	1167.5	5059.5	306.72	6367.4	6325.2	5859.7	8840.8	2386.7	2702.8	1.5767	6.3067	124.95	222.31	2796.2	1074.5	216.0	0.32823	0.27501	30.351	0.22394	0.20417000000000002	1772.2	1421.4	447.38	590.07	3016.2	0.57622	2054.4	1389.8	0.46697	1	5872.3	0.36336999999999997	2.6082	1711.9	5173.0	0.5727300000000001	0.17505	2061.9	2029.2	0	8.6717	1646.0	213.64	0.45842	50.453	0.48373	3246.8	211.67	0.086572	1142.7	0.19758	305.48	1.1825	0.35174	22.468000000000004	0.37412	383.13	0.46307	250.3	733.94	2848.2	58.388000000000005	0.18422	0	30.351	3.0902	60.665	648.45	325.61	2085.9	11.873	49.606	4.553999999999999	56.76	0.4069	849.82	0	158.46	0.10547000000000001
TCGA-ZB-A96L	THYM_3	1003.6	315.71	183.09	0	15298.0	380.65	230.57	0.8186	169.45	0.6444300000000001	0.68739	1523.7	1290.7	0.0	2407.5	355.82	0	191.16	183.91	22324.0	1115.8	126.88	304.25	275.05	2512.8	363.29	1590.5	2436.7	2510.4	26548.0	427.85	768.94	4.3659	7.6403	342.99	83.49700000000001	654.88	173.82	145.98	0.51698	0.39457	140.53	0.23240999999999998	0.65501	570.02	361.0	160.72	448.59	839.06	0.708	738.38	351.45	0.6312800000000001	1	1120.1	0.5112399999999999	0.67405	464.14	1024.9	0.74561	0.10835999999999998	638.78	855.54	1	7.9131	439.04	38.474000000000004	0.57794	18.009	0.68302	659.52	37.039	0.045353	361.27	0.44961	111.6	1.3643	0.58912	347.36	0.55937	294.42	0.6350399999999999	130.16	220.75	684.62	437.25	0.07819	-1	8.4589	26.905	376.11	7169.1	1963.1	1283.8	82.03200000000001	285.23	21.072	14.462	0.7116100000000001	442.04	0	58.393	0.24774000000000002
TCGA-ZB-A96M	THYM_2	3018.3	946.05	792.69	0	14868.0	2074.5	1156.6	25.299	815.49	0.29836	0.32811	5865.9	6457.1	0.0	14034.0	961.97	0	33.075	291.09	11641.0	12176.0	784.88	295.78	1064.1	4245.5	349.9	7850.4	7316.9	5972.7	13254.0	1621.9	3092.4	3.1233	4.0603	125.24	179.9	3727.0	1041.6	323.57	0.22293000000000002	0.24539	22.8	0.19093	0.35868	2442.1	1674.1	436.64	517.84	3682.1	0.44404	2640.1	1808.4	0.37387	1	5752.8	0.25495999999999996	2.6839	743.97	1743.4	0.48667	0.1238	2603.9	2535.5	0	14.367	2037.0	244.55	0.32963000000000003	58.718	0.39393	3070.2	189.82	0.11431	1190.9	0.33671	334.5	3.1233	0.12378	401.03	0.17013	592.8	0.43673999999999996	262.36	897.32	3090.8	67.797	0.18811	0	43.101000000000006	5.8368	80.817	622.44	417.26	2218.8	7.4831	52.531000000000006	3.1429	60.592	0.29152	902.94	0	162.72	0.17936
TCGA-ZB-A96O	THYM_1	7307.6	3886.1	2690.5	0	2436.3	8433.5	5108.9	3363.9	2702.5	0.066887	0.036097000000000004	20620.0	26536.0	85.443	32302.0	4881.0	0	0.18914	615.19	346.83	684.81	1168.3	147.47	1529.1	7866.5	781.13	17777.0	668.99	12892.0	430.38	17470.0	5648.7	11.392000000000001	13.290999999999999	1.8987	0.6329	10150.0	4438.0	60.126999999999995	0.023956	0.034435	377.21	0.061159000000000005	0.024508000000000002	2992.4	2791.1	1496.8	19.62	9521.5	0.10051	3691.1	4395.6	0.023476	0	21711.0	0.022622999999999997	7.9695	53.165	19463.0	0.031666	0.079968	3900.6	5681.5	0	0.0	4701.9	475.32	0.090538	252.53	0.040451999999999995	8872.8	379.71	0.36796	3475.9	0.03896	1189.9	11.392000000000001	0.016643	0.0	0.01577	1076.6	0.080204	12.658	1217.7	9429.8	0.0	0.28244	0	135.44	0.56743	1.5131	5.6743	2.648	6585.4	0.0	0.18914	0.0	216.46	0.024413999999999998	1619.0	0	87.975	0.087792
TCGA-ZB-A96P	THYM_1	4898.1	2768.3	1760.1	0	2232.5	6697.2	3092.2	3293.8	3232.7	0.053325	0.038375	13827.0	21585.0	41.452	46380.0	6034.8	0	1.7857	783.76	72.813	376.88	1970.0	677.41	3376.9	9136.0	1194.3	23893.0	241.07	10591.0	448.6	5411.3	9438.7	16.908	5.1814	15.544	0.0	11376.0	3840.8	28.906999999999996	0.016644	0.035259	29.998	0.054145000000000006	0.028595999999999996	5283.2	5096.6	973.84	3.2725	10837.0	0.042529000000000004	5261.4	7104.0	0.024029	0	19002.0	0.027589999999999996	11.145999999999999	36.543	18811.0	0.024087	0.051582	7534.9	5893.8	0	0.2727	5180.1	706.31	0.072667	116.17	0.058252	6916.7	602.58	0.29744	2972.8	0.037498000000000004	1766.3	52.086999999999996	0.019995	1.3635	0.017682	1533.2	0.053141999999999995	28.906999999999996	2820.3	8227.6	1.7857	0.30263	0	128.44	0.29761	1.1904	9.5236	34.821	7548.6	0.0	8.3331	0.0	247.35	0.027799	1671.7	0	124.63	0.11503
TCGA-ZB-A96Q	THYM_2	3356.0	1398.4	1032.1	0	10180.0	2504.9	1356.3	4.0998	1033.5	0.28865999999999997	0.27313000000000004	7286.3	7762.9	1.3666	20477.0	2284.2	0	24.478	379.91	6823.4	8940.9	1028.7	381.96	2228.2	4987.0	541.94	11212.0	4122.6	5418.2	12724.0	2556.5	4877.0	2.7332	3.0748	196.79	60.471000000000004	5243.9	1009.2	250.77	0.20093	0.2054	18.449	0.11545	0.32592	3460.2	2610.5	559.62	444.82	4359.8	0.43918999999999997	3625.9	2783.4	0.34436	1	11989.0	0.11412	3.3594	517.6	9750.3	0.43841	0.10877	2954.9	3761.2	0	10.249	2310.6	252.13	0.31975	129.83	0.34706	3435.6	327.15	0.21952	1607.1	0.26548	230.61	1.7082	0.04824	56.372	0.064759	776.9	0.33619	194.06	1599.2	4031.4	108.71	0.18362	0	66.96300000000001	6.246	145.18	1166.3	713.4	3971.0	18.232	52.669	7.5965	85.07	0.22830999999999999	1310.9	0	155.11	0.14074
TCGA-ZB-A96R	THYM_1	7015.2	3602.0	1984.8	0	1804.0	7853.2	3605.1	10921.0	2508.7	0.060074	0.029157	11794.0	24405.0	164.66	35676.0	5366.0	0	0.14812999999999998	608.28	341.37	275.83	1231.2	220.24	1527.5	9246.5	855.64	17592.0	526.48	10479.0	578.92	7757.2	6030.4	27.791999999999998	12.061	2.0975	13.11	8800.7	4789.7	84.95	0.022941999999999997	0.05356	499.74	0.062793	0.026779	3184.1	3023.6	1051.4	39.329	8830.6	0.11638	3594.1	5470.9	0.023393999999999998	0	21594.0	0.025629000000000002	8.8024	108.55	21475.0	0.039281	0.068244	4994.8	6042.4	0	2.6219	4997.9	616.15	0.078202	163.61	0.055825	7802.8	357.06	0.26782	3099.6	0.050319	990.04	17.305	0.017256	0.0	0.017228	1225.0	0.077901	15.732000000000001	1253.8	8791.3	0.0	0.24364	0	112.22	0.0	0.14812999999999998	0.8887799999999999	0.8887799999999999	7124.3	0.0	0.0	0.0	134.77	0.023385	1452.0	0	136.34	0.084453
TCGA-ZB-A96V	THYM_4	5942.0	1561.8	251.66	1	3012.7	946.72	775.45	2.3787	142.25	0.06894299999999999	0.08239199999999999	3139.4	2296.4	6.6603	1791.2	16.651	0	0.13596	340.15	3440.1	4663.6	129.88	6.1846	428.64	10661.0	282.65	312.08	1409.6	3627.0	1036.6	1325.9	1158.9	8.5633	39.961999999999996	51.855	0.4757	720.27	500.0	130.83	0.21405	0.025081	1146.5	0.06298200000000001	0.024525	986.2	535.21	378.21	253.57	731.68	0.024069999999999998	314.46	166.98	0.058753	1	1.4272	0.022322	2.3025	165.56	10.466	0.031283	0.038194	37.108000000000004	715.99	0	0.9515	1104.7	1.9029	0.091349	16.651	0.045663	1005.7	54.158	0.024583	403.43	0.046254	0.4757	16.651	0.016961	1.9029	0.014691999999999998	25.69	0.067072	8.0875	206.47	1636.5	0.13596	0.11025	-1	4.2816	0.13596	0.81577	6.3902	2.5833	549.95	0.0	0.27192	0.0	0.0	0.041433	759.75	1	44.718999999999994	0.071207
TCGA-ZC-AAA7	THYM_4	12388.0	2728.1	220.68	0	1921.8	1121.5	768.66	5.3305	142.86	0.028631999999999998	0.044937	3283.6	2799.6	23.454	488.27	3.1983	1	0.39323	208.96	2764.4	4493.6	94.883	23.454	375.27	7812.4	127.01	85.288	1682.3	3701.5	2704.7	1083.2	875.27	85.288	344.35	39.446	1.0661	432.84	608.74	200.43	0.016602000000000002	0.030048000000000002	3344.3	0.07180399999999999	0.024576	749.47	182.3	194.03	576.76	994.67	0.021276	440.3	147.12	0.028176	0	6.3966	0.023627000000000002	1.4617	446.69	6.3966	0.02325	0.038293	28.785	590.62	0	0.0	912.58	0.0	0.066476	44.776	0.05809299999999999	704.69	47.974	0.049869	299.57	0.045232999999999995	1.0661	7.4627	0.014447	1443.5	0.015701	17.058	0.046698	11.727	122.6	1407.2	0.19660999999999998	0.11905999999999999	-1	0.0	0.0	0.5898399999999999	5.112	3.9323	42.644	0.0	0.5898399999999999	0.19660999999999998	0.0	0.022131	996.8	1	18.124000000000002	0.062938
TCGA-ZC-AAAA	THYM_1	4033.3	2022.9	1187.6	0	3590.1	3544.7	2896.9	3217.0	1058.3	0.041446	0.034191	12878.0	12917.0	129.77	16101.0	930.21	0	0.35076999999999997	311.89	261.18	444.38	1255.7	134.13	1429.1	8435.1	585.05	10799.0	691.38	11664.0	417.67	3922.6	5435.1	16.358	48.528	2.7263	0.0	2540.9	1381.1	87.786	0.020956	0.032233	313.52	0.07753600000000001	0.025274	2872.4	1934.0	952.56	58.342	3196.8	0.034574	1716.5	2292.3	0.028964999999999998	0	5444.9	0.025901999999999998	0.9616899999999999	105.78	3576.3	0.047005	0.063511	521.26	2373.7	0	2.181	2299.9	292.26	0.08985399999999999	79.062	0.07676799999999999	5773.7	226.28	0.16118	2367.0	0.063055	3675.6	19.084	0.016732	0.0	0.019492	790.62	0.092287	29.989	946.57	4694.7	0.5261600000000001	0.22413000000000002	0	43.62	0.0	1.0523	4.56	2.6308	2558.3	0.0	0.5261600000000001	0.0	34.351	0.022433	1121.6	0	90.51299999999999	0.10397
TCGA-ZC-AAAF	THYM_2	7698.8	3351.6	1559.3	0	8013.6	4846.1	2763.5	191.95	1043.1	0.30443000000000003	0.26281	7722.5	17357.0	1.4378	26084.0	2863.4	0	40.121	333.57	230.77	2465.8	787.92	130.12	795.11	6174.7	399.07	11106.0	942.49	6500.4	14153.0	4757.7	3122.9	5.0324	2.1567	33.789	39.54	6298.4	2387.5	248.74	0.21794000000000002	0.18753	7.9079999999999995	0.27610999999999997	0.14548	2450.0	1642.7	1005.8	126.53	6093.5	0.50657	2422.7	2562.2	0.3545	1	17212.0	0.3234	3.6922	212.8	14822.0	0.45048	0.13407	3112.9	4505.9	0	43.13399999999999	3675.1	182.6	0.35773	120.78	0.37096999999999997	4976.3	278.22	0.19757	2190.5	0.10840999999999999	561.47	2.8756	0.25764000000000004	1824.6	0.29507	954.71	0.43656999999999996	251.62	795.11	6994.2	201.58	0.21466	0	76.923	7.5379	320.72	2268.4	965.33	5042.4	40.85	122.79	9.4831	122.21	0.24911999999999998	1185.5	0	193.39	0.10072
TCGA-ZC-AAAH	THYM_1	8219.0	3632.6	2608.6	0	1983.7	7675.6	4246.0	5430.3	2109.5	0.05205	0.037242000000000004	10276.0	25974.0	239.98	31829.0	4573.3	0	0.8710200000000001	311.79	146.62	817.48	603.23	192.1	1202.9	6863.6	789.39	14438.0	299.82	8053.3	438.06	17318.0	4707.4	6.5829	20.945	0.5984	0.0	7144.8	2769.0	82.585	0.04301	0.029101	404.55	0.070838	0.035144999999999996	3168.8	2663.7	1426.1	47.277	5210.6	0.069391	2496.1	2800.1	0.026586000000000002	0	19552.0	0.025243	6.6614	45.482	19433.0	0.041939	0.071594	6955.7	5445.7	0	2.3938	6072.4	516.46	0.08077899999999999	155.59	0.043386	5799.5	372.23	0.30045	3061.0	0.036804	2007.2	14.363	0.016161000000000002	0.5984	0.019362	1262.7	0.061167	11.37	1520.0	10904.0	1.5243	0.24911	0	87.971	0.65327	1.3065	7.6214	36.147	5964.7	0.21775999999999998	5.2261	0.0	186.71	0.035056	1465.0	0	77.798	0.08511
TCGA-ZL-A9V6	THYM_3	1518.6	167.41	201.53	0	17628.0	479.22	605.38	10.710999999999999	174.95	0.50393	0.6108	1458.7	1401.6	2.3802	1055.2	134.48	0	43.922	126.55	8689.1	1536.0	163.84	909.65	460.97	2405.2	226.68	849.75	2312.8	3319.2	43860.0	1080.2	1309.9	3.1737	8.3309	295.94	219.38	353.07	310.62	177.33	0.39771	0.32761	68.234	0.091581	0.67377	1000.5	627.19	144.8	346.72	594.27	0.61575	768.02	236.83	0.64872	1	117.42	0.051835	1.3228	640.68	147.18	0.66599	0.075311	126.55	801.63	0	18.645	669.64	7.1407	0.58826	4.3638	0.47342	1059.2	33.946	0.027822000000000003	401.87	0.14513	3.1737	1.1901	0.014487	3.1737	0.016584	15.075	0.6055	310.23	232.47	1251.2	158.9	0.077521	0	9.521	9.4628	222.11	1666.0	962.17	1341.3	17.676	122.12	11.248	3.5704	0.45373	546.27	0	149.96	0.067233
TCGA-ZT-A8OM	THYM_2	4996.1	6101.5	1771.4	0	9189.0	4998.0	3536.9	9.8522	912.32	0.24581	0.15692	8150.7	15693.0	3.9409	26318.0	1462.1	0	28.103	268.97	421.68	1871.9	176.35	135.96	718.23	3670.9	751.02	8934.0	1193.1	9732.0	7069.9	10578.0	3026.6	4.9261	6.8966	11.823	39.409	2775.4	2227.6	279.8	0.24053000000000002	0.20803000000000002	20.69	0.19152	0.11972000000000001	2002.0	1743.8	804.93	139.9	3763.6	0.28859	1741.9	2189.2	0.1696	0	13634.0	0.10232999999999999	4.2459	182.27	7895.6	0.31112	0.082822	3556.7	7089.7	0	44.335	6945.8	420.69	0.25225	259.11	0.26769	12093.0	236.45	0.26243	5664.0	0.16863	573.4	2.9557	0.22288000000000002	359.61	0.27414	1589.2	0.28273000000000004	114.29	900.49	8666.0	100.59	0.22730999999999998	0	52.217	4.2023	141.57	435.99	530.28	8482.8	27.578000000000003	70.914	5.7782	308.37	0.14458	1242.4	0	108.37	0.091347
