PRAD	Labels	N:GEXP::TFF3:7033:	N:GEXP::SEPP1:6414:	N:MIR::hsa-miR-200b-3p:Corrected:	N:GEXP::ERG:2078:	N:GEXP::HLA-DMB:3109:	B:MUTA:COMP:SPOP::	B:MUTA:nons:SPOP::	N:METH:cg06816106:RP11-713D19.1:TssD221:Shore	B:MUTA:LOF:SMAD3::	N:GEXP::GHR:2690:	N:GEXP::CACNA1D:776:	N:GEXP::MAGED4B:81557:	N:GEXP::OGDHL:55753:	N:GEXP::LAT2:7462:	N:METH:cg10520594:NT5C:TssU53:Island	N:GEXP::ITPR3:3710:	B:MUTA:COMP:ACVR2A::	N:GEXP::ATP10A:57194:	N:MIR::hsa-miR-582-3p:Corrected:	N:GEXP::TP53I3:9540:	N:METH:cg13376158:NT5C:TssU132:Shore	N:GEXP::AGFG2:3268:	N:METH:cg08378505:NT5C:TssD57:Island	N:METH:cg04554033:C1QTNF1:TssU112:Island	N:GEXP::HDAC1:3065:	N:GEXP::ALOX15:246:	N:GEXP::EML6:400954:	N:GEXP::SEPT9:10801:	B:MUTA:COMP:JAK1::	N:MIR::hsa-miR-629-5p:Corrected:	N:MIR::hsa-miR-3065-3p:Corrected:	N:GEXP::H2AFY2:55506:	N:METH:cg26522057:B3GNT9:TssD556:Island	N:METH:cg23584144:DACT2:TssD86:Island	N:METH:cg07013787:SP5:TssU54:Island	N:METH:cg05145649:NT5C:TssU51:Island	N:METH:cg26020635:NA:NA:Island	N:METH:cg06172475:FLI1:TssU81:Island	N:METH:cg18153124:KCNQ3:TssD47:Island	N:METH:cg21092177:NT5C:TssU140:Shore	N:METH:cg12518360:SLC36A4:TssU173:Island	N:METH:cg25331703:LRRK1:TssU138:Island	N:METH:cg06620911:ANGPTL4:TssU2:Island	N:METH:cg08659394:B3GNT9:TssD200:Island	N:MIR::hsa-miR-99a-3p:Corrected:	N:GEXP::NKAIN1:79570:	N:GEXP::CCDC141:285025:	N:GEXP::TDRD1:56165:	N:GEXP::CNTLN:54875:	N:GEXP::SLC18A3:6572:	N:GEXP::PAX1:5075:	N:METH:cg27306873:LIPT1:TssD439:Shore	N:METH:cg14044057:RP11-713D19.1:TssD277:Shore	N:METH:cg06158040:EXO5:TssD161:Shore	N:GEXP::CHD1:1105:	N:METH:cg15031983:NA:NA:NA	N:METH:cg24016939:ZNF671:TssU142:Shore	N:METH:cg00245192:MGLL:TssD271:Island	N:METH:cg14913925:FAM200A:TssD519:Shore	N:METH:cg12030835:NA:NA:NA	N:GEXP::KIAA0087:9808:	N:GEXP::LOC100190940:100190940:	N:GEXP::CDH7:1005:	I:CNVR::TMPRSS2:7113:	N:GEXP::AMPD3:272:	N:METH:cg01184522:ZNF496:TssU669:Island	N:GEXP::C17orf44:284029:	N:GEXP::KCNH8:131096:	N:GEXP::KCNG3:170850:	N:METH:cg18190030:SLC35F3:TssU1382:Shore	N:METH:cg26937798:CTD-3203P2.3:TssU631:Shore	I:CNVR::GRIK2:2898:	N:GEXP::PKNOX2:63876:	I:CNVR::MINPP1:9562:	N:METH:cg18107409:PPP2R5C:TssU441:Island	I:CNVR::CHD1:1105:	I:CNVR::GPATCH8:23131:	I:CNVR::MIXL1:83881:	N:METH:cg10444953:NA:NA:NA	N:METH:cg25820220:RP11-395G23.3:TssD16:Island	N:METH:cg05689600:ALDH7A1:TssD268:Shore
TCGA-EJ-5496	PRAD_1	239.94	7101.3	805.83	13616.0	6853.4	0	0	0.22918000000000002	0	4125.0	2276.3	1205.7	309.87	147.03	0.49718999999999997	4387.3	1	398.47	1347.8	490.9	0.20563	1069.9	0.5472600000000001	0.31084	6366.9	309.87	206.42	6555.1	1	57.585	18.724	1005.3	0.091183	0.04081	0.3217	0.32643	0.025133000000000003	0.045662	0.031922000000000006	0.18222	0.053114999999999996	0.032506	0.033760000000000005	0.51715	5.2992	928.64	12.931	1623.6	403.74	0.9579	18.199	0.091074	0.17486	0.022716999999999998	900.38	0.03746	0.05909400000000001	0.030853	0.067473	0.026437000000000002	34.961999999999996	193.01	97.22200000000001	-1	970.31	0.036887	65.613	221.26	318.01	0.10340999999999999	0.092674	0	136.97	0	0.14047	0	0	0	0.058617999999999996	0.10937999999999999	0.041555
TCGA-EJ-5497	PRAD_1	415.4	12112.0	614.69	6043.7	21028.0	0	0	0.3561	0	1916.5	1344.5	1184.7	513.29	159.61	0.4327	2891.7	1	317.94	1168.6	332.83	0.17528	1099.8	0.51449	0.28745	4267.6	194.93	244.3	5942.9	0	68.67699999999999	24.724	704.39	0.05641	0.04313	0.41918	0.30645	0.025456	0.032341	0.036587	0.16979	0.058954	0.08190599999999999	0.12744	0.07409099999999999	3.0087	398.38	10.215	1278.5	338.36	3.4049	14.470999999999998	0.084594	0.26538	0.035848000000000005	915.5	0.20638	0.22344	0.029182	0.039861	0.15628	34.049	115.77	60.863	-1	1155.5	0.047682	54.479	287.72	226.0	0.06458	0.10115	0	208.13	0	0.037734	0	0	0	0.04701	0.11185	0.19416
TCGA-EJ-5498	PRAD_1	148.45	8959.9	461.83	5111.5	1525.7	0	0	0.3376	0	1903.5	1699.9	672.95	1053.0	155.41	0.31977	2439.9	0	294.21	436.41	228.3	0.17078	667.74	0.40587	0.18566	4150.6	121.11	118.97	6115.8	0	38.315	25.979	583.6	0.056032000000000005	0.038745999999999996	0.32105	0.11935	0.021897	0.031557999999999996	0.059062	0.12495999999999999	0.046165	0.030719999999999997	0.042187	0.014127	4.4856	663.99	34.834	835.48	154.88	31.081999999999997	17.149	0.063666	0.25897	0.024926	807.07	0.029332	0.017018000000000002	0.025144	0.034201	0.038012	13.934000000000001	130.76	163.45	0	763.13	0.02155	44.48	114.15	246.52	0.06377200000000001	0.054347	0	233.12	0	0.20694	0	0	0	0.17165999999999998	0.33373	0.031682
TCGA-EJ-5499	PRAD_1	211.11	6129.0	457.37	4608.2	1468.4	0	0	0.056023	0	2004.4	885.28	661.31	1292.9	135.04	0.42951999999999996	2559.1	1	286.84	353.98	561.46	0.16191	816.54	0.45714	0.13853	4809.2	614.85	122.13	6461.8	0	49.99100000000001	17.444000000000003	1402.8	0.050032	0.039911	0.37372	0.16225	0.023346000000000002	0.06453300000000001	0.036289	0.1185	0.052702	0.023679	0.050186	0.018616	2.34	1448.5	6.63	996.25	300.79	6.63	54.43600000000001	0.09251799999999999	0.070697	0.020775	653.23	0.024724	0.24184	0.022281	0.033743	0.038314	18.145	210.42	130.16	-1	671.03	0.038869	86.539	42.223	204.83	0.18424000000000001	0.08547	0	109.22	-1	0.14820999999999998	0	0	0	0.2634	0.094265	0.023807
TCGA-EJ-5502	PRAD_1	2574.8	6058.0	621.54	2677.9	1036.8	0	0	0.071349	0	1257.2	819.5	566.92	91.21	245.25	0.33843	2982.3	0	392.76	541.64	331.1	0.18114	1589.0	0.37327	0.15353	3203.1	14.425999999999998	143.56	6855.9	0	67.913	30.96	644.06	0.14518	0.056964999999999995	0.31178	0.21323000000000003	0.021124	0.033351	0.035132	0.13852	0.05281	0.025639	0.030136000000000003	0.27464	5.9923	254.09	16.986	132.63	253.16	0.0	1.6288	0.06863999999999999	0.098026	0.025253	766.68	0.034845	0.028671	0.21088	0.033413	0.044617000000000004	4.1882	113.08	31.412	0	898.61	0.042376	91.676	180.56	28.851999999999997	0.16095	0.16077	0	310.39	0	0.082341	0	0	0	0.056548	0.1108	0.03621
TCGA-EJ-5503	PRAD_1	410.45	5075.6	543.62	1224.7	587.17	0	0	0.046615	0	858.91	470.31	876.45	242.04	225.65	0.1472	2208.3	0	278.62	634.15	317.1	0.07034800000000001	1119.0	0.1672	0.040714	3175.3	24.228	61.52	7972.7	0	38.379	27.316999999999997	719.72	0.047521	0.041295	0.12259	0.039535	0.018915	0.040988	0.040995	0.06154	0.043445	0.024272	0.036885	0.012615000000000001	3.3863	217.34	9.5012	90.97399999999999	143.23	5.7007	0.9501	0.042770999999999997	0.11260999999999999	0.02163	637.53	0.036885	0.05217	0.032872000000000005	0.031092	0.045605	4.2755	76.722	37.766999999999996	0	839.43	0.027299	30.166	29.454	9.7387	0.099119	0.036306	0	416.15	0	0.030737	0	0	0	0.031879000000000005	0.081961	0.03959
TCGA-EJ-5505	PRAD_3	12609.0	24072.0	836.58	102.14	365.0	1	1	0.3391	0	569.64	354.64	190.81	57.857	613.57	0.047535	1169.2	1	306.07	465.97	425.35	0.070221	1128.9	0.022782	0.13535	3763.6	2.5	26.070999999999998	2768.2	0	156.8	69.797	609.29	0.25633	0.051957	0.043425	0.022618	0.29139	0.33478	0.35451	0.086813	0.11055999999999999	0.033152	0.044492000000000004	0.55328	2.4577	110.71	473.21	27.143	165.36	0.7143	0.3571	0.13605	0.26377	0.096024	514.64	0.20826999999999998	0.11507	0.039886000000000005	0.062622	0.18699000000000002	0.0	15.0	8.5714	0	327.5	0.18783	111.43	10.0	4.6429	0.12895	0.1172	-1	270.36	0	0.040747000000000005	-1	0	0	0.044599	0.09791799999999999	0.032787000000000004
TCGA-EJ-5506	PRAD_1	132.05	5952.1	765.52	754.17	515.06	0	0	0.032751999999999996	0	1000.0	628.85	421.11	174.04	302.88	0.16314	1507.4	0	115.06	397.14	189.42	0.12575	1204.8	0.1476	0.12452	3453.5	94.551	159.94	5679.8	0	57.369	97.295	562.5	0.04689	0.034144	0.22255	0.04589	0.023725	0.049397	0.0281	0.10535	0.046084	0.031674	0.033625999999999996	0.011723	3.7921	300.96	22.436	183.33	178.21	1.9231	9.2949	0.039302	0.076308	0.020899	795.19	0.05185599999999999	0.038144	0.019737	0.027225	0.043286	12.82	50.0	75.641	0	577.56	0.024117	51.603	29.166999999999998	26.603	0.07980599999999999	0.056954	0	183.33	0	0.035411	0	0	0	0.19915	0.092415	0.035722000000000004
TCGA-EJ-5507	PRAD_1	645.38	6334.6	1531.8	7908.7	2162.7	0	0	0.16927999999999999	0	4456.8	820.81	504.4	398.57	99.925	0.53346	1675.6	1	199.85	550.82	197.97	0.4725	1045.1	0.5776100000000001	0.38899	8668.7	299.4	49.586999999999996	3611.2	1	114.33	50.288999999999994	1153.3	0.048123	0.034019	0.16154000000000002	0.59324	0.025156	0.037867000000000005	0.038762	0.41441999999999996	0.042357	0.026320999999999997	0.028163999999999998	0.014363999999999998	3.1430000000000002	1171.3	1.127	240.8	390.68	6.0105	16.153	0.035746	0.1154	0.020034	721.64	0.02383	0.042270999999999996	0.025466	0.034467000000000005	0.033564	41.698	110.82	55.973	0	2092.0	0.17474	37.566	143.12	45.455	0.19695	0.1979	-1	101.8	-1	0.042863	-1	-1	0	0.041311	0.1425	0.031869999999999996
TCGA-EJ-5508	PRAD_1	976.64	9410.6	482.52	4859.8	2323.5	0	0	0.38465	0	775.52	4913.7	716.24	413.92	245.3	0.30819	2566.4	1	390.55	492.41	269.15	0.19646	759.27	0.31956999999999997	0.4003	4592.7	101.07	80.244	5180.3	1	58.041000000000004	22.467	750.13	0.046393000000000004	0.053944000000000006	0.38595	0.18648	0.018862999999999998	0.063095	0.044336	0.16763	0.067609	0.026059	0.026452999999999997	0.22910999999999998	3.2096	839.0	12.189	825.8	251.91	10.665	10.157	0.25509	0.2618	0.034506999999999996	1004.1	0.1623	0.19709000000000002	0.1045	0.025523	0.12355999999999999	19.299	89.385	114.78	-1	666.84	0.025761000000000003	59.42100000000001	99.54299999999999	113.76	0.12582000000000002	0.10670999999999999	0	128.49	0	0.030631	0	0	0	0.37256	0.084776	0.025948000000000002
TCGA-EJ-5509	PRAD_3	31089.0	9376.2	541.88	240.97	979.26	1	1	0.4944	1	787.26	603.59	109.08	125.51	515.07	0.067094	1305.8	0	303.19	287.57	678.0	0.070056	1873.8	0.02829	0.049569999999999996	3254.2	39.342	15.822000000000001	4551.2	0	87.501	63.878	491.55	0.28393	0.27276	0.090831	0.030062000000000002	0.22478	0.10728	0.31615	0.062385	0.1598	0.41546000000000005	0.46398999999999996	0.57722	6.0262	48.963	107.76	21.595	142.4	0.2138	6.6282	0.2314	0.39238	0.43611000000000005	210.82	0.44011999999999996	0.20318	0.03466	0.35854	0.3184	2.3519	5.7729	7.2696	0	463.76	0.37836	192.22	56.873999999999995	3.6348	0.15302000000000002	0.30462	-1	188.37	0	0.042592000000000005	-1	0	0	0.047615	0.095092	0.33686
TCGA-EJ-5512	PRAD_1	5398.9	8506.8	869.35	3915.0	329.18	0	0	0.041282	0	1590.4	356.94	557.46	101.98	205.1	0.3699	1810.1	0	197.17	786.76	412.46	0.11481	950.71	0.1098	0.10815	3638.5	105.95	30.028000000000002	5514.4	0	70.76100000000001	33.657	934.28	0.052798000000000005	0.043756	0.25219	0.049486	0.023998	0.14282999999999998	0.12961	0.12365	0.040752	0.027693000000000002	0.030916000000000003	0.015102	6.2031	166.57	23.796	769.4	125.21	0.0	5.6657	0.10638	0.08958200000000001	0.027161	592.07	0.05923099999999999	0.034696	0.044899	0.040706	0.035148	12.465	329.75	19.83	-1	739.94	0.14607	65.156	67.98899999999999	112.75	0.1736	0.068464	0	184.14	0	0.12089000000000001	0	0	0	0.054198	0.08982899999999999	0.037781
TCGA-EJ-5514	PRAD_2	945.4	8311.2	92.361	337.16	848.78	0	0	0.021299000000000002	0	485.78	279.12	61.836999999999996	4.6968	122.45	0.067749	670.26	1	131.85	215.42	261.01	0.07166900000000001	474.04	0.073737	0.08949800000000001	2658.7	10.735999999999999	23.148000000000003	3616.5	0	64.729	38.889	2040.4	0.067177	0.18254	0.14187	0.022109	0.33365	0.5905	0.33521	0.058438	0.036224	0.021904	0.035785000000000004	0.45575	4.8611	54.349	6.0387	337.5	268.39	0.0	0.3355	0.049186	0.083165	0.031481999999999996	1046.7	0.38055	0.011581999999999999	0.4921	0.07338	0.37418	1.0065	4.0258	9.0581	0	1051.4	0.13001	28.516	4.0258	42.607	0.067256	0.027055000000000003	-1	341.52	-1	0.033393	0	0	-1	0.041943	0.40115	0.022662
TCGA-EJ-5515	PRAD_2	2615.7	10691.0	553.74	138.42	245.94	0	0	0.12157000000000001	0	731.29	171.94	643.0	47.882	270.32	0.060125	1174.3	0	229.83	307.55	135.38	0.089905	811.82	0.019488	0.034157	2755.4	6.5294	26.988000000000003	3321.7	0	20.163	95.40700000000001	411.79	0.044002	0.09894299999999999	0.034079000000000005	0.025789999999999997	0.020271	0.053119000000000006	0.045847000000000006	0.078519	0.069529	0.024104	0.030971	0.2356	3.3604	73.12899999999999	39.611	17.847	152.35	0.0	0.0	0.044333	0.09840800000000001	0.030701999999999997	733.03	0.030529	0.029548	0.050582	0.027299	0.04143	0.4353	25.247	8.7058	0	363.9	0.021095	28.729	17.412	16.541	0.088098	0.032674	0	420.93	0	0.030083	0	0	0	0.085356	0.11454	0.024062
TCGA-EJ-5516	PRAD_1	270.84	11899.0	524.19	8524.6	2357.5	0	0	0.038386	0	4363.7	3430.2	714.08	1549.7	130.31	0.42107	2602.3	0	261.05	869.65	288.3	0.23031	733.31	0.52178	0.276	4770.4	74.098	154.58	5958.5	1	40.311	32.308	713.3	0.031986	0.036951	0.35831	0.42868	0.023212	0.037088	0.022239	0.21316999999999997	0.033568	0.019429	0.10565999999999999	0.012641	3.5569	1077.8	16.608	692.0	733.74	63.026	40.03	0.054461	0.10273	0.044013	1005.9	0.060134	0.073189	0.022889	0.051739	0.032938	155.01	87.29899999999999	409.24	-1	1155.3	0.073229	36.196999999999996	123.5	604.28	0.051401	0.11360999999999999	0	162.25	-1	0.045486	0	-1	0	0.10302	0.086161	0.036751
TCGA-EJ-5517	PRAD_2	13070.0	16067.0	205.8	202.46	467.25	0	0	0.032313999999999996	0	244.96	253.78	51.382	76.82600000000001	489.3	0.076791	555.72	0	73.678	340.27	102.02	0.06499400000000001	720.4	0.030467	0.12289000000000001	3378.2	2.8338	5.9824	3164.0	0	32.865	34.874	483.31	0.058589999999999996	0.2747	0.097881	0.0279	0.019507	0.28583000000000003	0.20521999999999999	0.06316000000000001	0.054725	0.021696	0.033108	0.014609	3.8749	29.281999999999996	42.506	460.01	100.13	0.0	0.0	0.041249	0.09975099999999999	0.034953	734.26	0.020123	0.011173	0.046957	0.028669999999999998	0.030475	2.204	0.0	1.2594	0	444.27	0.028214999999999997	79.66	2.204	9.131	0.08064600000000001	0.098298	-1	608.63	0	0.029342	0	0	0	0.034242	0.11145	0.028235000000000003
TCGA-EJ-5518	PRAD_2	845.78	12432.0	28.576	499.04	614.4	0	0	0.042298	0	836.32	433.48	72.292	41.455	233.41	0.12654	1271.5	1	362.74	204.19	126.39	0.081438	908.87	0.052493	0.039042	2233.0	7.2096	10.589	3729.4	0	42.254	94.277	398.78	0.057079	0.12979000000000002	0.037374	0.023589	0.39691	0.42783000000000004	0.34581999999999996	0.069926	0.035711	0.39446	0.03327	0.016579	5.6175	58.803999999999995	29.965	111.07	93.725	0.0	76.60300000000001	0.037254	0.064685	0.24731	797.57	0.33121	0.017959	0.36869	0.33534	0.32375	0.4506	11.265	6.5337	0	671.17	0.19641	84.037	3.6048	15.32	0.15019000000000002	0.024994	-1	170.55	-1	0.035744	0	0	-1	0.041231	0.46984	0.041357
TCGA-EJ-5521	PRAD_1	348.32	4415.5	237.34	5761.0	1233.5	0	0	0.29969	0	2602.4	2594.6	699.99	1819.9	107.6	0.5414899999999999	1763.5	0	250.87	873.81	196.64	0.2168	1791.8	0.57011	0.24514	5950.7	349.48	203.89	10635.0	1	19.074	15.064	1446.3	0.058885	0.045	0.40819	0.38433	0.01923	0.036179	0.033408	0.19755	0.035519	0.42356000000000005	0.030083	0.16863	1.4089	2304.8	1.1601	551.04	247.39	41.763000000000005	48.724	0.046224	0.17353	0.032307999999999996	374.42	0.028662	0.02282	0.025393000000000002	0.026587	0.040024000000000004	123.26	99.478	179.52	-1	1062.9	0.029976	34.803000000000004	87.587	53.364	0.049257999999999996	0.078191	0	81.78699999999999	0	0.040777999999999995	-1	-1	0	0.062559	0.11022	0.038511000000000004
TCGA-EJ-5522	PRAD_1	395.08	5693.8	645.5	7782.2	702.83	0	0	0.11732999999999999	0	2181.3	690.92	719.89	489.28	127.81	0.19100999999999999	2270.8	0	295.05	530.84	424.72	0.10042999999999999	869.81	0.060801	0.30541	4408.6	407.78	105.58	5112.2	0	78.638	29.874000000000002	908.71	0.044209	0.036930000000000004	0.21218	0.02135	0.023642	0.05322	0.049588	0.088662	0.044125	0.022515	0.035503	0.014394	3.3681	928.82	18.788	1126.2	404.6	2.117	4.7632	0.040055	0.10562	0.044077	1051.9	0.024173	0.26604	0.023183000000000002	0.041770999999999996	0.046323	12.437000000000001	209.05	123.84	-1	1144.2	0.062555	41.281000000000006	138.66	52.659	0.10371	0.09264	0	210.64	-1	0.029487	0	0	0	0.10869000000000001	0.088556	0.03889
TCGA-EJ-5524	PRAD_1	161.95	7232.1	533.86	8888.3	1186.4	0	0	0.03826	0	2904.4	3680.5	1155.8	608.69	139.44	0.55106	2458.5	1	228.35	476.42	186.29	0.34836999999999996	820.81	0.56928	0.59582	5537.9	434.94	655.54	6344.7	1	64.717	36.981	955.09	0.054365	0.034886	0.48599	0.45328	0.023497	0.054863999999999996	0.10221000000000001	0.33016	0.045401	0.28014	0.042071	0.020655	3.7374	1032.9	3.6889999999999996	1479.7	820.44	8.1158	51.646	0.051125	0.058048	0.025782	1218.1	0.031978	0.018451	0.054729999999999994	0.051792	0.038463	76.363	92.963	227.98	-1	1192.3	0.07111	73.411	400.26	100.71	0.18727	0.090523	0	115.47	-1	0.040014999999999995	0	-1	0	0.46232	0.10547000000000001	0.040445999999999996
TCGA-EJ-5525	PRAD_1	104.83	7187.1	22.178	5588.2	1194.0	0	0	0.060177	0	94.162	3480.2	313.19	177.65	86.001	0.70239	4145.2	0	502.82	141.71	103.58	0.12153	2008.8	0.54583	0.2824	4767.7	74.702	18.832	6821.7	0	101.08	42.59	1285.6	0.035881	0.053292	0.045221	0.32011	0.023422	0.031556	0.038861	0.06250399999999999	0.052254999999999996	0.024613	0.023029	0.014381999999999999	3.1403	2373.5	6.2775	2194.6	195.23	1.2555	3.1387	0.051736000000000004	0.067852	0.016118	1122.4	0.023038999999999997	0.10113	0.020537	0.044911	0.050710000000000005	8.7884	725.05	77.84100000000001	1	378.53	0.023421	16.949	101.07	239.8	0.19297	0.12818	0	29.504	0	0.043885	0	0	0	0.04852	0.10437	0.019578
TCGA-EJ-5526	PRAD_1	76.749	10449.0	814.58	8149.5	2923.5	0	0	0.09615499999999999	0	819.44	2561.9	1526.2	268.79	177.63	0.49338000000000004	3023.8	1	227.57	375.32	152.83	0.39984000000000003	1186.4	0.56003	0.53466	6253.5	388.77	243.32	5862.1	0	69.725	34.328	749.06	0.053902	0.035842	0.28857	0.56511	0.023337	0.3085	0.3025	0.30855	0.11922999999999999	0.024843	0.061371	0.08356799999999999	5.4925	814.75	23.125	1051.4	1283.3	1.0054	14.411	0.083607	0.10597000000000001	0.032619	977.63	0.033692	0.08306799999999999	0.026987999999999998	0.038682	0.041997	55.635	312.36	141.1	-1	863.01	0.066722	58.316	105.57	267.78	0.15665	0.18092	0	179.97	0	0.04615	0	0	0	0.40804	0.27604	0.02141
TCGA-EJ-5527	PRAD_1	375.09	6836.1	586.03	5363.8	894.64	0	0	0.049355	1	2395.6	2352.5	619.08	462.9	160.17	0.45921999999999996	2000.5	1	221.97	219.61	170.2	0.30645	792.74	0.5422899999999999	0.27326999999999996	3943.1	326.31	153.67	6122.6	1	49.86	28.728	969.17	0.15579	0.041123	0.43271000000000004	0.51162	0.02456	0.049542	0.034258	0.29368	0.047564999999999996	0.035896	0.18016	0.50335	4.2816	813.33	14.093	519.55	432.55	0.542	23.579	0.12550999999999998	0.06425299999999999	0.08734299999999999	980.83	0.13602999999999998	0.12846	0.271	0.067929	0.090652	66.671	71.278	229.56	0	1018.2	0.17777	41.466	119.52	106.78	0.24595999999999998	0.093073	0	155.02	-1	0.055623	0	1	0	0.32961	0.11531	0.06322799999999999
TCGA-EJ-5530	PRAD_1	405.47	3890.7	782.03	10284.0	3803.8	0	0	0.031268000000000004	0	3936.2	6658.3	1166.6	800.55	122.84	0.69745	4901.6	0	515.46	1005.1	233.38	0.27142	1752.7	0.71408	0.49171000000000004	5783.3	329.14	1085.1	8672.8	0	66.324	28.165	1228.5	0.045681	0.027954000000000003	0.48458999999999997	0.5787399999999999	0.018553	0.037107999999999995	0.044318	0.20906999999999998	0.042907	0.030911	0.024113	0.015684	3.1799	1483.2	10.944	1283.2	377.84	35.568000000000005	130.78	0.055144000000000006	0.081515	0.019844	827.91	0.11406	0.026036	0.067889	0.024344	0.1324	54.993	334.06	215.59	0	1427.9	0.023832	64.296	427.91	143.09	0.057346	0.131	0	112.17	0	0.037081	0	0	0	0.041662	0.080613	0.026657999999999998
TCGA-EJ-5531	PRAD_3	6964.8	12128.0	192.77	196.7	975.36	1	1	0.07748300000000001	0	480.96	234.57	237.29	25.656999999999996	385.26	0.062836	1191.1	0	184.48	274.63	319.28	0.07183300000000001	1201.8	0.032948000000000005	0.029310000000000003	2284.7	5.2942	13.439	4772.1	0	41.693999999999996	25.851	442.27	0.14604	0.089446	0.11713	0.021644	0.13185	0.23101	0.077977	0.063415	0.05268	0.35266	0.14886	0.48418	2.6406	39.91	170.64	213.81	107.92	0.8145	0.4072	0.10327	0.088321	0.032992	327.43	0.15056	0.17879	0.24076999999999998	0.044173000000000004	0.11045	2.4435	17.105	35.838	0	458.97	0.21276	89.18799999999999	11.81	3.6652	0.094628	0.078819	-1	216.25	0	0.038726	-1	0	0	0.045043	0.1433	0.04417
TCGA-EJ-5532	PRAD_2	3291.8	19118.0	36.898	209.44	323.25	0	0	0.051834000000000005	0	782.99	385.9	55.157	311.74	405.27	0.12785	1042.0	0	112.29	298.19	115.31	0.090057	559.32	0.067354	0.09668500000000001	3044.2	1.2107	16.949	3006.7	0	87.461	43.184	389.53	0.057686	0.24475999999999998	0.16799	0.038538	0.019645	0.50976	0.19182000000000002	0.08517000000000001	0.052204999999999994	0.027250999999999997	0.14097	0.043048	2.4599	10.290999999999999	164.65	54.177	146.49	0.0	3.6319999999999997	0.060502	0.10094	0.03192	643.16	0.025999	0.01983	0.26104	0.033968	0.048148	1.2107	1.8159999999999998	11.501	0	355.63	0.030608	61.138000000000005	4.2373	33.293	0.27426	0.11814000000000001	0	954.6	0	0.043584	0	0	0	0.053085	0.10176	0.022598
TCGA-EJ-5542	PRAD_1	378.64	7303.3	658.88	7752.9	3558.9	0	0	0.38491	0	1579.2	1620.3	654.79	788.68	138.96	0.45602	2465.3	0	313.98	418.84	370.25	0.11845	1107.6	0.46488999999999997	0.14687	4333.6	307.76	479.68	5740.3	1	71.258	28.179000000000002	783.4	0.034645999999999996	0.03719	0.30371	0.14765999999999999	0.020602000000000002	0.072915	0.037448	0.079176	0.048532	0.029399	0.030066000000000002	0.012442	3.6883	1115.1	7.7718	1048.0	365.28	3.1087	3.7305	0.030998	0.26416999999999996	0.021345	1047.3	0.020368999999999998	0.048333999999999995	0.018723	0.037676999999999995	0.029616000000000003	31.709	36.372	158.23	-1	1022.8	0.031904	71.812	163.21	86.11200000000001	0.11195999999999999	0.074425	0	176.58	-1	0.029155	0	-1	0	0.046808999999999996	0.09640399999999999	0.032306
TCGA-EJ-7115	PRAD_3	2313.4	12580.0	924.18	251.91	415.28	1	1	0.33595	1	641.33	827.42	217.49	132.81	388.25	0.093404	1305.1	1	237.81	286.42	194.32	0.08582000000000001	1463.7	0.028370999999999997	0.055741	2862.3	7.4437	13.712	3786.9	0	86.068	36.12	700.49	0.40508	0.35301	0.076777	0.015899	0.5402	0.17515999999999998	0.1365	0.082851	0.50352	0.062188	0.5061100000000001	0.5971	10.158999999999999	423.12	328.7	4.7013	160.24	0.7835	0.3918	0.26499	0.25265	0.11159000000000001	488.54	0.49296	0.073162	0.43103	0.17247	0.42623999999999995	3.5260000000000002	26.64	9.4025	0	311.46	0.12513	58.766000000000005	23.115	26.64	0.15341	0.37901999999999997	-1	174.34	0	0.026861000000000003	0	0	0	0.050417000000000003	0.16216	0.021181000000000002
TCGA-EJ-7123	PRAD_3	8028.6	18272.0	346.08	190.12	543.85	1	1	0.39052	1	405.31	673.84	51.64	21.813000000000002	772.88	0.068252	1392.7	1	361.38	249.61	389.09	0.069983	1382.5	0.039041	0.035332999999999996	2712.2	2.0634	8.2535	2283.0	0	122.75	57.059	438.02	0.15929000000000001	0.22709000000000001	0.09719900000000001	0.03182	0.50947	0.29795	0.18905999999999998	0.07644	0.18786	0.49382	0.25533	0.58233	21.765	33.603	229.33	40.973	68.681	0.0	0.2948	0.22298	0.27004	0.098018	341.05	0.42315	0.17248	0.057151	0.2062	0.38051	2.0634	1.4738	4.1268	0	345.17	0.27414	142.96	12.38	22.108	0.27857	0.11763	-1	316.88	0	0.043519999999999996	-1	0	-1	0.039483	0.19591	0.032987999999999996
TCGA-EJ-7218	PRAD_2	45646.0	16419.0	259.83	102.03	418.09	0	0	0.042183	0	634.05	500.81	28.127	23.495	284.2	0.082731	1389.7	0	272.29	1352.2	196.97	0.07449700000000001	1868.0	0.046851	0.022211	2940.5	0.9656	10.299000000000001	2027.0	0	46.224	16.543	247.18	0.054138	0.1599	0.12262999999999999	0.023381	0.024331000000000002	0.084619	0.06917899999999999	0.064368	0.057771	0.23835	0.02535	0.050762	23.842	276.15	29.932	2.5748	84.00399999999999	0.0	0.0	0.041492	0.055821	0.037135	309.3	0.042608	0.026104000000000002	0.15498	0.037077	0.08988600000000001	5.1497	0.0	5.4715	0	452.2	0.10155	73.383	98.809	8.0463	0.20285999999999998	0.13928	-1	864.5	0	0.029085000000000003	-1	0	0	0.046906	0.13053	0.029875
