MESO	Labels	N:GEXP::KRT7:3855:	N:GEXP::SPARC:6678:	N:GEXP::IGF2:3481:	N:GEXP::MT2A:4502:	N:GEXP::KRT8:3856:	N:GEXP::SLPI:6590:	N:GEXP::C3:718:	N:GEXP::TIMP1:7076:	N:GEXP::CLU:1191:	N:GEXP::C4A:720:	N:GEXP::RARRES2:5919:	N:GEXP::MGP:4256:	N:GEXP::PPARGC1A:10891:	N:GEXP::CLDN1:9076:	N:GEXP::KRT17:3872:	N:GEXP::EEF2:1938:	N:GEXP::GAPDH:2597:	N:GEXP::LGALS3BP:3959:	N:GEXP::DHCR24:1718:	N:GEXP::EFEMP1:2202:	N:GEXP::GNAS:2778:	N:GEXP::HSPB1:3315:	N:GEXP::B2M:567:	N:GEXP::C3AR1:719:	N:GEXP::PDZK1IP1:10158:	N:GEXP::ACTB:60:	N:GEXP::ARNTL2:56938:	N:GEXP::COL6A1:1291:	N:GEXP::C7:730:	N:GEXP::HLA-B:3106:	N:GEXP::TPT1:7178:	N:GEXP::FOSL1:8061:	N:GEXP::LY6E:4061:	N:GEXP::HLA-C:3107:	N:GEXP::HLA-A:3105:	N:GEXP::PSAP:5660:	N:GEXP::ALDOA:226:	N:GEXP::DLGAP5:9787:	N:GEXP::KLK10:5655:	N:GEXP::RBP1:5947:	N:GEXP::BST2:684:	N:GEXP::ARHGDIB:397:	N:METH:cg15193782:ARMC3:TssD1:NA	N:GEXP::ACTG1:71:	N:GEXP::DCBLD2:131566:	N:GEXP::TFPI2:7980:	N:GEXP::TMSL3:7117:	N:GEXP::SATB2:23314:	N:GEXP::PARD6B:84612:	N:GEXP::GIMAP4:55303:	N:GEXP::FLI1:2313:	N:GEXP::IL12RB1:3594:	N:GEXP::CCNA2:890:	N:GEXP::SNCG:6623:	N:MIR::hsa-miR-181d-5p:Corrected:	N:GEXP::C19orf21:126353:	N:GEXP::EZR:7430:	N:GEXP::AQP1:358:	N:GEXP::CPB1:1360:	N:GEXP::ADH1B:125:	N:GEXP::CARHSP1:23589:	N:GEXP::CALB2:794:	N:GEXP::CA9:768:	N:GEXP::LARP6:55323:	N:GEXP::CYP17A1:1586:	N:GEXP::PLXND1:23129:	N:GEXP::SOX9:6662:	N:GEXP::ARHGAP10:79658:	N:METH:cg26103512:CSNK1D:TssU204:Island	N:GEXP::MT1E:4493:	N:GEXP::TRPV6:55503:	N:GEXP::FBXO2:26232:	N:GEXP::PLEK:5341:	N:GEXP::IL27RA:9466:	N:GEXP::HSD17B6:8630:	N:GEXP::ARHGEF5:7984:	N:GEXP::MARCH3:115123:	N:GEXP::DNMT1:1786:	N:GEXP::VTN:7448:	N:GEXP::ARHGAP31:57514:	N:GEXP::MS4A6A:64231:	N:GEXP::MARK3:4140:	N:GEXP::LRRC33:375387:	N:GEXP::NT5C3:51251:	N:GEXP::SCARA3:51435:	N:GEXP::RCSD1:92241:	N:GEXP::ARHGEF3:50650:	N:GEXP::GAS2:2620:	N:GEXP::KIAA1737:85457:	N:GEXP::ALDH1A2:8854:	N:GEXP::PPARGC1B:133522:	N:METH:cg21035368:ERCC1:TssD6196:Island	N:MIR::hsa-miR-301a-5p:Corrected:	N:GEXP::ARL3:403:	N:GEXP::C4BPA:722:	N:GEXP::CLIC5:53405:	N:GEXP::TNXB:7148:	N:METH:cg08839858:ARMC3:TssU111:NA	N:GEXP::EARS2:124454:	N:GEXP::KIF7:374654:	N:METH:cg03932406:SPRED2:TssD1431:Island	N:GEXP::C8orf77:286103:	N:GEXP::ARF6:382:	N:GEXP::CARM1:10498:	N:GEXP::SCARF1:8578:	N:GEXP::PARVG:64098:	N:GEXP::ARHGEF35:445328:	N:GEXP::SLC26A6:65010:	N:METH:cg03053575:ZNF69:TssD64:Shore	N:GEXP::ABLIM1:3983:	N:GEXP::ACPL2:92370:	N:METH:cg05207415:MARK3:TssU512:Island	N:METH:cg04857420:TNFRSF11B:TssU190:Island	N:GEXP::CARNS1:57571:	N:GEXP::PORCN:64840:	N:GEXP::ARL2:402:	N:GEXP::PARP9:83666:	N:GEXP::MARCH4:57574:	N:GEXP::RCHY1:25898:	N:METH:cg13764991:DMRT2:TssD431:Island	N:GEXP::NDUFA5:4698:	N:GEXP::ARHGAP30:257106:	N:GEXP::MARVELD3:91862:	N:GEXP::IRAK2:3656:	N:METH:cg02221347:DARS:TssD33:Island	N:METH:cg17385674:ARID1A:TssU821:Shore	N:METH:cg03093695:GSG1:TssD2527:Island	N:METH:cg21940042:ZNF69:TssU92:Shore	N:MIR::hsa-miR-1287-5p:Corrected:	N:GEXP::BIN2:51411:	N:GEXP::SLC7A4:6545:	N:METH:cg23996306:DARS:TssD44:Island	N:GEXP::XAF1:54739:	N:GEXP::CHP:11261:	N:GEXP::ARC:23237:	N:METH:cg13539253:GARNL3:TssD221:Shore	N:METH:cg03894174:NA:NA:Shore	N:METH:cg03608000:ZNF69:TssU11:Shore	N:METH:cg18863156:LHX4:TssD4983:Island	N:GEXP::SYBU:55638:	N:GEXP::INPP5J:27124:	I:CNVR::NEGR1:257194:	N:GEXP::ITLN1:55600:	N:GEXP::STRADB:55437:	N:METH:cg25124633:TARID:TssD106:Island	N:METH:cg06377221:ARRDC2:TssU203:Island	N:METH:cg03040522:ADAR:TssD737:Shore	N:GEXP::HYDIN:54768:	N:GEXP::COL7A1:1294:	N:METH:cg19720265:MARK1:TssU643:Shore	N:GEXP::CALML4:91860:	N:METH:cg20315346:CHP1:TssD13:Island	N:GEXP::FAM64A:54478:	N:GEXP::PYHIN1:149628:	N:GEXP::VASP:7408:	N:GEXP::EPB41L5:57669:	N:METH:cg21958603:NA:NA:Island	N:METH:cg15169189:PTPRM:TssD2110:Shore	N:GEXP::ADAT2:134637:	N:METH:cg14257369:FGF22:TssU314:Island	N:MIR::hsa-miR-151b:Corrected:	N:GEXP::CHST4:10164:	N:GEXP::RSPO1:284654:	N:GEXP::GALNT4:8693:	N:GEXP::MT1L:4500:	N:GEXP::RICH2:9912:	N:GEXP::DTD1:92675:	N:GEXP::DHODH:1723:	N:GEXP::PNCK:139728:	N:GEXP::CTAGE9:643854:	I:CNVR::GATA6:2627:	N:GEXP::SIGLEC1:6614:	N:GEXP::LOC441294:441294:	N:GEXP::FLJ42875:440556:	N:METH:cg05235761:MOXD1:TssD570:Shore	I:CNVR::CSPG5:10675:	I:CNVR::MIR491:574444:	I:CNVR::LINC01107:151171:	I:CNVR::ASCC3:10973:	I:CNVR::TMEM135:65084:	I:CNVR::SYNPR:132204:
TCGA-UD-AAC7	MESO_2	42431.0	61461.0	686.4	11133.0	125180.0	33606.0	28556.0	17709.0	15561.0	10596.0	2923.9	2201.1	7.6531	4604.6	914.54	33097.0	165880.0	28134.0	15039.0	62141.0	27842	12232.0	69650.0	421.77	380.53	152330.0	137.33	28446.0	302.3	42312.0	36135.0	772.11	8675.6	31894.0	36846.0	61173.0	42416	291.24	664.97	507.65	9437.5	1741.1	0.053949000000000004	142910.0	2070.6	400.51	76571.0	65.476	100.34	586.31	586.31	79.932	345.65	429.85	15.709000000000001	1132.2	33374.0	12352.0	121.17	36.99	1923.3	10670.0	1503.7	663.69	10.523	6132.6	197.28	372.87	0.27466999999999997	1653.1	4.2517	4360.5	632.23	248.3	780.61	311.22	269.56	2536.6	7033.2	264.46	828.23	1137.3	132.23	1071.4	5314.2	233.42	526.36	1.2755	263.18	10769.0	28.061	0.039149	3.1845	397.11	11.054	116.5	8606.9	0.18581	631.8	373.51	0.31266	4.2517	1503.8	2148.0	152.21	356.29	363.95	132.74	0.20244	1053.6	343.54	0.064052	0.029887	539.12	271.26	1659.0	1682.0	381.38	253.83	0.033393	582.91	585.46	10.574000000000002	204.51	0.24111	0.27931999999999996	0.03356	0.4614	13.087	212.59	639.03	0.26900999999999997	900.93	6691.3	55.272	0.10201	0.14107	0.16529000000000002	0.099704	186.22	8.5034	1	109610.0	349.06	0.018189	0.023048	0.050285	42.092	286.56	0.068762	311.22	0.017537999999999998	91.837	29.761999999999997	3310.8	181.12	0.023461000000000003	0.23786	61.65	0.04523	0.62269	13.18	1336.7	623.85	58.248000000000005	165.82	705.36	113.95	10.204	312.07	1	493.2	113.52	26.36	0.096608	-1	-1	-1	-1	1	1
TCGA-UT-A88C	MESO_3	4862.8	56596.0	5539.4	7445.4	33453.0	11385.0	185800.0	8526.0	60619.0	137000.0	7997.9	8755.8	538.79	310.74	2.9838	43420.0	34841.0	23032.0	7125.3	56159.0	12982	8705.5	84383.0	389.6	2052.9	78370.0	49.02	56459.0	7970.2	77835.0	39440.0	17.903	22920.0	38204.0	40830.0	58466.0	22945	103.15	2139.4	404.52	5624.5	2223.4	0.052413	39576.0	602.3	7956.1	28108.0	50.298	494.88	899.4	518.33	69.48	238.49	1564.8	18.538	1932.2	28024.0	141420.0	5708.4	1890.5	5535.4	17033.0	1647.4	117.22	4.9147	2250.6	112.11	135.12	0.30951999999999996	4331.6	26.854	3733.2	669.65	206.74	10776.0	320.55	112.11	1128.7	5627.9	430.09	1553.3	1267.7	200.77	2785.2	20740.0	357.2	407.5	199.49	1174.8	10307.0	26.002	0.20569	1.9848	242.54	4537.1	8321.0	11149.0	0.12014000000000001	549.02	180.05	0.42044	7.2464	2023.0	959.93	296.25	474.43	456.52	58.056000000000004	0.12843	5518.8	289.0	0.16783	0.058620000000000005	4275.3	81.84100000000001	801.36	5110.7	0.8525	826.09	0.039057999999999995	1494.0	927.96	184.2	58.824	0.10203	0.37623	0.13176	0.15049	39.571999999999996	286.44	6338.9	0.12966	3669.2	10138.0	17.903	0.10555999999999999	0.11642000000000001	0.066976	0.080198	1504.9	3.4101	0	1765.1	629.58	0.020786000000000002	0.30761	0.39407	366.15	45.183	0.13960999999999998	953.11	0.022254	22.592	69.054	1693.1	289.43	0.032188	0.21994	107.42	0.034306	3.7101	1051.2	3999.2	1161.0	58.824	1157.7	218.24	645.78	38.789	34.101	0	1262.6	15.345	65.217	0.081077	-1	0	0	0	0	-1
TCGA-UT-A88D	MESO_2	11151.0	51884.0	10713.0	3078.0	26056.0	3103.9	114540.0	17767.0	45149.0	26272.0	3629.6	9188.0	13.818	503.79	1782.6	70357.0	44407.0	14281.0	4649.3	23656.0	18208	6139.4	43184.0	310.91	367.34	107410.0	109.97	52780.0	6476.2	23637.0	57447.0	39.728	6054.7	16897.0	20633.0	41556.0	19653	143.37	660.98	2972.7	3212.8	4796.7	0.16917000000000001	92773.0	1764.1	1649.6	51974.0	194.61	130.7	1062.3	895.31	157.76	277.07	314.37	17.32	1543.6	30107.0	24896.0	3.4546	1311.6	2152.3	5534.2	1319.5	267.15	0.0	5524.5	701.86	203.25	0.2503	953.47	6.9092	1622.5	1289.7	679.4	191.73	267.15	130.12	1687.0	1450.3	752.52	1091.7	1268.4	285.0	620.1	5314.3	871.71	593.61	24.758000000000003	692.07	6752.6	17.273	0.031945999999999995	3.4691	330.49	36.849000000000004	764.04	28031.0	0.30421	500.34	381.78	0.35298	17.273	2457.9	1282.2	289.61	1319.7	344.31	187.12	0.19685	8455.7	299.4	0.1001	0.073571	1661.1	144.52	1188.4	1370.8	7.4849	513.58	0.2729	651.19	2342.8	18.079	141.06	0.21069000000000002	0.08655	0.045054000000000004	0.28465	21.069000000000003	598.22	408.22	0.15712	910.28	2748.7	43.181999999999995	0.12552	0.20503000000000002	0.21051999999999998	0.1287	172.15	24.758000000000003	0	12063.0	253.34	0.025047999999999997	0.015639	0.15437	164.09	645.43	0.11325	449.1	0.059780999999999994	77.72800000000001	106.52	2217.3	651.19	0.039361	0.36995	199.21	0.07844	1.465	80.031	852.13	361.15	46.06100000000001	830.25	438.16	131.85	8.0607	52.97	0	487.67	23.605999999999998	74.84899999999999	0.11168	0	-1	0	0	0	0
TCGA-UT-A88E	MESO_1	1284.0	41218.0	25110.0	16178.0	34346.0	23674.0	202820.0	13917.0	56393.0	84208.0	8235.9	761.36	7.2221	355.78	499.09	79343.0	140370.0	53278.0	16390.0	85105.0	16048	9469.0	50646.0	436.75	1285.5	65458.0	12.544	34733.0	23.186999999999998	27262.0	46933.0	97.689	8981.3	15225.0	22061.0	58064.0	53327	208.3	190.44	45.613	5342.9	913.79	0.097359	156950.0	313.21	257.33	21805.0	93.12700000000001	221.99	214.76	546.22	25.848000000000003	409.68	1210.7	10.588	4890.5	38922.0	22365.0	4840.0	295.73	5138.3	6371.8	3735.1	413.18	2.2807	4581.1	160.03	171.05	0.033985	5058.5	64.619	3436.2	211.72	275.96	172.57	679.64	66.139	1084.5	1558.8	344.0	321.19	807.36	87.806	3361.7	12993.0	108.33	136.84	45.233000000000004	586.51	14782.0	4.1812	0.36525	18.322	279.0	986.77	4246.6	2734.9	0.34801	502.51	668.97	0.66175	24.326999999999998	1831.4	1527.3	114.41	209.06	395.32	122.05	0.46032	673.56	653.03	0.07647799999999999	0.041463	3776.8	99.209	3950.5	2376.2	45.613	594.49	0.46576999999999996	536.72	418.5	160.3	19.766	0.25603000000000004	0.06855399999999999	0.050393	0.52555	33.591	85.905	1520.1	0.14868	1682.4	5941.9	24.706999999999997	0.089412	0.38505	0.41063	0.22415	264.18	43.333	0	84.005	438.65	0.32777	0.02025	0.065941	58.537	242.51	0.13634000000000002	2004.3	0.017941	52.836000000000006	6.4619	2572.2	560.66	0.032766	0.08178400000000001	65.759	0.7257899999999999	1.2002	95.02799999999999	435.23	669.34	1.1403	1822.6	172.19	234.91	41.812	70.321	0	542.04	43.333	84.765	0.46876	-1	-1	0	0	1	-1
TCGA-UT-A88G	MESO_1	8304.1	54546.0	93987.0	1190.0	34898.0	7210.9	186540.0	6768.0	9582.8	15598.0	3460.0	14415.0	18.937	11017.0	296.97	84320.0	56813.0	11252.0	6843.3	8810.2	26880	9216.1	42399.0	630.96	442.45	82196.0	124.81	17840.0	6780.0	13970.0	55585.0	20.229	22373.0	8778.6	8934.5	27244.0	12967	507.87	412.75	1329.9	7183.7	1924.7	0.43906999999999996	50494.0	3708.7	7477.3	30909.0	151.93	551.77	569.41	303.43	74.889	569.06	131.7	43.513000000000005	1122.9	12768.0	16977.0	31.419	42.178999999999995	2478.2	1771.9	1699.8	415.76	5.5952	4448.1	312.04	241.45	0.14219	770.84	295.25	282.77	550.05	148.06	69.294	806.56	69.294	2706.8	194.54	504.43	1319.6	1071.7	154.51	452.35	3261.1	295.68	3134.2	71.876	581.47	25758.0	82.63600000000001	0.029238999999999998	10.282	459.66	3.4432	1074.7	10942.0	0.48962	420.5	1208.5	0.15538	24.533	1485.3	1362.6	132.13	405.86	919.76	379.54	0.074174	3304.2	846.59	0.06725	0.020245	1913.0	88.662	1340.7	2242.2	73.598	524.65	0.46962	1236.5	731.24	29.706	75.75	0.35744000000000004	0.055492999999999994	0.039689999999999996	0.08845399999999999	33.17	243.17	210.03	0.27919	972.26	1888.6	194.11	0.10148	0.42378999999999994	0.046197	0.1734	823.88	106.31	-1	10328.0	378.32	0.02054	0.021744	0.048109	124.39	1201.7	0.050656	662.38	0.015699	192.39	8.1775	910.29	557.79	0.026608	0.07961499999999999	101.14	0.025111	1.9598	14.633	2753.7	465.95	51.217	640.86	572.0	182.92	329.25	368.85	0	499.26	120.51	15.494000000000002	0.071188	1	-1	0	-1	0	1
TCGA-UT-A97Y	MESO_2	14582.0	353170.0	3736.2	7454.6	43398.0	2051.2	41217.0	35521.0	6654.7	26472.0	8693.6	14836.0	7.8311	563.28	12165.0	64696.0	60265.0	16878.0	3194.0	27476.0	23808	9019.2	41152.0	318.28	573.91	146380.0	78.311	44692.0	993.43	18822.0	76436.0	109.64	6271.0	15654.0	19952.0	45460.0	18082	283.04	16.781	2762.1	4316.6	3856.2	0.056615	104550.0	4587.9	139.28	48373.0	130.89	64.88600000000001	999.58	598.52	27.409000000000002	386.42	461.47	7.2668	1138.9	8752.9	28836.0	1.1187	34.121	2031.5	5924.2	611.51	308.77	0.5594	6662.6	426.79	251.15	0.33026	1930.4	7.8311	498.39	245.0	238.29	147.11	238.29	155.5	1627.2	1590.8	892.74	869.25	1051.0	199.69	586.21	2135.7	366.94	1095.2	7.8311	395.47	3793.6	24.053	0.033168	3.1716	693.05	13.425	156.06	8772.3	0.17655	593.48	390.56	0.12514	3.9155	2151.9	1813.5	775.84	313.8	144.88	441.54	0.17113	1760.3	355.75	0.06465800000000001	0.022414	143.76	185.15	1332.4	1350.4	57.614	328.9	0.24741	1033.7	347.92	10.952	103.48	0.30751	0.065812	0.047242	0.25342	13.044	169.49	272.41	0.2328	976.65	1923.7	21.256	0.08821699999999999	0.095061	0.10098	0.13696	299.82	27.409000000000002	0	2052.3	265.7	0.015931999999999998	0.020081	0.051147000000000005	83.904	2031.6	0.13319	433.51	0.048164	71.598	6.153	3228.1	872.05	0.026994	0.09490599999999999	170.05	0.19708	0.24036999999999997	39.155	448.61	251.8	124.18	253.95	660.05	115.23	1.6781	84.464	0	311.56	22.375	18.459	0.10022	0	0	0	0	0	0
TCGA-YS-A95B	MESO_4	17339.0	151400.0	50679.0	1902.4	47962.0	3615.6	81214.0	12725.0	9811.5	10557.0	3652.0	4995.7	33.798	3255.1	56.33	64429.0	88087.0	18060.0	8057.8	12649.0	21364	10380.0	21093.0	223.06	848.32	123860.0	142.7	61879.0	53.325	15508.0	69752.0	61.963	5135.0	8809.4	17527.0	58277.0	26859	116.42	102.52	646.66	220.81	1169.8	0.031139	180300.0	2120.2	79.612	106610.0	87.874	297.42	181.76	218.18	5.632999999999999	350.7	683.84	28.685	3146.6	56343.0	3405.3	710.13	15.397	2569.8	3851.4	3873.1	713.88	1.1266	3239.3	32.296	358.26	0.023418	583.2	95.76	1507.8	138.57	39.431	859.21	712.76	74.355	1506.6	2646.4	422.85	242.22	788.24	59.708999999999996	415.34	6336.3	71.351	804.76	8.2617	403.32	12918.0	68.347	0.020761	11.118	889.63	48.818999999999996	6287.5	3535.0	0.022548	778.1	588.67	0.038227	18.401	1335.0	1662.8	70.6	86.74799999999999	774.35	308.62	0.048546	4358.0	400.69	0.055769000000000006	0.021469	978.29	156.97	2395.1	1385.4	1.1266	427.73	0.10892	1043.2	218.94	44.478	60.836000000000006	0.06211900000000001	0.028857999999999998	0.032274000000000004	0.033224000000000004	14.054	53.325	573.44	0.10343	514.48	3359.5	8.6372	0.090414	0.072062	0.028481	0.071404	196.78	49.946000000000005	-1	243250.0	277.52	0.014831	0.016237	0.033062	367.27	671.45	0.06969700000000001	632.39	0.018298	22.531999999999996	1.5021	1911.5	541.89	0.026708999999999997	0.10415999999999999	208.79	0.024091	1.1565	27.414	390.18	567.05	99.891	274.89	569.68	78.862	18.401	513.35	0	114.54	181.01	1.8777	0.06403400000000001	0	-1	0	0	1	0
TCGA-YS-A95C	MESO_3	46.434	41389.0	1164.4	6523.9	33724.0	20682.0	321620.0	50512.0	34694.0	147420.0	14273.0	10920.0	51.321000000000005	2314.3	3.0548	72628.0	48273.0	27012.0	1632.5	49149.0	35361	23266.0	76019.0	755.77	2269.7	133270.0	20.162	16032.0	10660.0	35474.0	143560.0	17.718	21574.0	21903.0	20788.0	53657.0	42319	75.76	3764.2	2949.1	587.75	2646.7	0.056675	104820.0	1521.3	460.67	137170.0	37.88	820.53	684.89	406.29	39.102	157.5	1947.2	13.654000000000002	1911.7	45550.0	165870.0	8600.0	43401.0	7149.1	22319.0	596.77	154.57	2.5722	722.16	58.042	48.266000000000005	0.37217	1848.8	35.436	3962.7	485.72	50.71	6760.4	474.11	108.75	765.54	5689.9	256.61	1373.5	1920.9	139.91	1176.1	13854.0	455.78	2657.7	25.05	538.26	10736.0	27.494	0.36199000000000003	1.5912	451.5	76503.0	10034.0	17721.0	0.034901999999999996	1009.3	189.88	0.42206000000000005	36.047	1342.3	905.45	142.97	455.17	788.15	28.105	0.26350999999999997	5597.1	226.06	0.384	0.034619	5415.0	68.428	1088.7	1888.7	3.6658	516.27	0.20245	2329.0	412.4	21.94	41.54600000000001	0.27096	0.078149	0.055058	0.03729	12.597000000000001	280.43	1101.6	0.14334000000000002	1173.7	9611.7	6.1097	0.060453999999999994	0.36291999999999996	0.039332	0.28618000000000005	619.52	1.8329	0	1186800.0	1234.2	0.017802000000000002	0.025206	0.063427	175.96	2.4439	0.09099600000000001	957.38	0.42262	40.935	25.660999999999998	2220.2	182.07	0.44231000000000004	0.10107999999999999	67.817	0.026534	4.3194	331.75	2618.0	2056.8	65.984	4586.5	356.19	1012.4	1.2219	163.13	1	358.03	70.26100000000001	39.713	0.10107999999999999	-1	0	0	0	0	0
TCGA-YS-AA4M	MESO_2	7583.2	103400.0	1338.7	6949.5	24899.0	29667.0	74630.0	18445.0	14131.0	19122.0	1813.0	1385.7	25.848000000000003	1420.4	1413.6	49996.0	69435.0	40743.0	10241.0	16630.0	15193	4272.6	145370.0	2585.2	257.27	121370.0	122.78	47664.0	4746.0	68244.0	34233.0	617.12	14356.0	36812.0	61282.0	113460.0	21011	601.78	336.43	137.32	9515.8	5088.4	0.057187	106760.0	7098.6	413.57	36357.0	138.93	81.98700000000001	2025.4	1021.4	396.2	723.62	168.01	10.052	684.17	25466.0	9123.5	21.405	1210.0	1735.4	7485.5	1122.7	542.81	1.2116	7418.4	285.14	706.78	0.31140999999999996	1965.3	8.0775	559.77	2360.7	639.34	147.01	63.409	493.94	2857.8	7743.1	768.98	4781.5	1411.2	672.86	1038.8	4659.1	987.08	918.42	4.4426	559.37	12939.0	56.138999999999996	0.071801	2.5589	432.55	20.194000000000003	762.52	8074.7	0.12454000000000001	667.21	309.82	0.18802	7.2698	2549.7	1302.5	446.69	1120.8	70.678	212.65	0.14623	1189.8	597.74	0.18257	0.20284000000000002	752.42	141.76	901.45	2672.9	300.08	539.18	0.15989	647.41	2458.8	11.434000000000001	362.68	0.22493000000000002	0.08012000000000001	0.036044	0.12904000000000002	20.019000000000002	667.61	393.38	0.23446	2707.2	2672.9	44.023	0.12287000000000001	0.21577	0.063676	0.098048	129.24	9.6931	0	1244.8	451.94	0.017599	0.018626	0.052019	118.74	357.43	0.22258000000000003	330.37	0.035497	100.16	124.8	2590.1	1102.2	0.032438999999999996	0.094445	194.26	0.08104	2.2159	73.506	1044.0	340.82	21.405	190.63	525.04	100.97	29.079	17.367	0	3916.8	10.097000000000001	9.6931	0.1133	0	0	0	0	0	0
TCGA-ZN-A9VO	MESO_3	8369.7	56892.0	6261.9	22424.0	77502.0	30118.0	104870.0	40688.0	77104.0	205330.0	30551.0	1069.7	60.34	519.29	74.237	36206.0	104670.0	72185.0	3859.6	23483.0	34397	23362.0	139920.0	540.13	2414.0	114560.0	42.42100000000001	68286.0	7.6796	223430.0	37198.0	90.693	105920.0	139960.0	81082.0	42794.0	54879	158.35	3840.6	263.67	20922.0	4787.0	0.034587	44891.0	416.16	319.62	48650.0	54.855	822.82	1509.6	496.25	215.03	285.46	7173.5	25.861	1041.5	25072.0	93773.0	10290.0	14385.0	5984.1	50162.0	4724.8	181.39	23029.0	3230.2	157.62	138.23	0.3681	7906.4	34.01	13217.0	1466.1	224.9	14310.0	329.13	189.07	1546.9	14946.0	284.88	1370.3	2022.7	306.82	2328.4	5825.6	389.47	1692.1	125.43	1036.4	3138.1	33.279	0.40241	5.4369	209.54	17910.0	1335.5	6743.1	0.012953000000000001	514.17	247.12	0.5092300000000001	23.039	2922.7	1585.3	292.92	746.02	396.42	134.24	0.37077	291.1	431.16	0.11737	0.016434	2793.9	129.46	2070.2	5053.6	6.5826	850.25	0.019888999999999997	865.97	1274.1	88.426	168.59	0.27988	0.4488	0.16764	0.59372	43.571999999999996	479.8	1791.9	0.14388	5096.4	7789.4	29.256	0.047560000000000005	0.062618	0.36785999999999996	0.09597	1037.1	22.673000000000002	0	27306.0	520.39	0.015050999999999998	0.061674	0.40449	62.9	147.74	0.10605	1307.4	0.012874000000000002	43.518	155.42	2386.2	324.74	0.033121	0.4737	100.2	0.025866000000000004	8.4957	1156.3	4148.5	397.48	111.54	1687.0	214.66	577.07	40.958	196.01	0	1861.0	47.906000000000006	252.33	0.049642	-1	0	0	-1	0	-1
TCGA-ZN-A9VP	MESO_4	5720.0	38420.0	689.62	10732.0	10576.0	8074.7	440290.0	19132.0	20136.0	95293.0	6379.7	4389.1	17.889	1289.8	1.3417	85333.0	41400.0	19427.0	22196.0	13307.0	10632	10754.0	70531.0	417.26	8712.0	93181.0	79.60600000000001	37556.0	380.14	32491.0	46698.0	14.311	19811.0	25444.0	31849.0	39184.0	33307	87.209	1486.6	3059.9	4559.5	1829.2	0.019653999999999998	37568.0	1672.6	560.82	40545.0	28.622	385.96	457.07	286.67	59.928000000000004	155.89	1633.3	27.418000000000003	598.39	15513.0	15375.0	165.92	153.4	6720.0	13930.0	1082.2	1381.0	0.4472	1938.3	48.3	144.45	0.023629	6323.8	119.41	4316.6	512.97	73.345	401.16	1829.2	52.326	1018.8	683.81	266.1	972.27	987.48	102.86	595.26	1505.4	334.97	3019.7	16.995	411.0	19336.0	88.551	0.02947	3.7616	400.27	16.995	1987.5	13015.0	0.016933	686.94	1168.0	0.083372	14.311	964.67	1763.0	104.2	512.52	1940.1	166.37	0.037387000000000004	3968.2	163.24	0.045551	0.016527	2229.0	100.18	1709.3	1325.2	5.3667	533.99	0.014218999999999999	1809.0	582.29	9.0474	82.29	0.020663	0.12028	0.033063999999999996	0.027482	16.599	273.7	817.53	0.034856	990.61	5704.4	12.97	0.10238	0.063288	0.018734	0.047505	432.92	9.3918	0	257020.0	370.3	0.014421000000000002	0.016556	0.058776999999999996	235.24	18.336	0.037466	618.07	0.012167	29.07	30.410999999999998	1363.6	429.79	0.029708	0.075429	243.29	0.022517	3.3531	5.3667	6890.0	532.65	408.32	593.92	700.8	339.89	1.3417	620.3	0	386.85	206.62	0.8945	0.085796	-1	-1	0	0	1	-1
TCGA-ZN-A9VQ	MESO_1	9694.8	53442.0	23342.0	3536.6	22581.0	2585.3	82699.0	24464.0	41060.0	17056.0	2432.7	27165.0	31.223000000000003	1033.8	11272.0	97689.0	72304.0	28380.0	1877.7	13114.0	17284	5936.7	16002.0	189.09	238.98	94806.0	99.212	58832.0	227.6	7499.9	77643.0	57.193000000000005	4907.8	10859.0	17722.0	37298.0	35116	235.48	291.8	6555.6	511.53	1876.6	0.35452	190160.0	2724.0	133.65	52377.0	142.11	80.829	215.35	174.79	16.924	292.22	61.861999999999995	42.72	2989.2	14603.0	14922.0	0.8754	240.44	4351.1	3455.2	3399.3	188.21	6.9419	2773.8	1026.0	260.29	0.33923000000000003	1227.0	18.092	3030.1	206.01	425.44	169.83	267.29	43.478	2001.5	450.54	558.8	573.39	1705.3	65.655	792.53	6803.6	174.5	158.45	16.633	634.67	7587.1	10.213	0.036893	13.216	387.22	33.556999999999995	427.2	12791.0	0.54087	957.11	464.79	0.13412000000000002	7.5868	2061.0	2132.8	165.74	208.93	233.44	78.486	0.54356	11847.0	397.43	0.07653	0.01821	1629.1	149.11	1497.8	1349.7	34.724000000000004	246.86	0.5585	932.89	208.34	20.303	57.485	0.1308	0.048186	0.039194	0.070458	27.17	143.57	894.66	0.076938	420.48	2334.4	314.56	0.079636	0.47176	0.083981	0.12305999999999999	134.81	49.31399999999999	0	7910.4	412.02	0.016923	0.017865	0.039172000000000005	159.62	287.42	0.36538000000000004	1203.4	0.022192	127.81	4.9606	2531.1	1666.2	0.024406	0.13672	25.678	0.025039	1.8992	49.31399999999999	388.68	368.8	0.5836	899.91	260.58	56.026	166.91	38.226	0	179.46	22.469	62.153999999999996	0.15267	-1	-1	0	-1	0	0
